image_path,id,camera,downsample
query/0001_c1s1_001051_00.jpg,751,1,1
query/0001_c2s1_000301_00.jpg,751,2,1
query/0001_c3s1_000551_00.jpg,751,3,1
query/0001_c4s6_000810_00.jpg,751,4,1
query/0001_c5s1_001426_00.jpg,751,5,1
query/0001_c6s1_009601_00.jpg,751,6,1
query/0003_c1s6_015971_00.jpg,752,1,1
query/0003_c3s3_064744_00.jpg,752,3,1
query/0003_c4s6_015641_00.jpg,752,4,1
query/0003_c5s3_065187_00.jpg,752,5,1
query/0003_c6s3_088392_00.jpg,752,6,1
query/0004_c1s6_016996_00.jpg,753,1,1
query/0004_c2s3_059152_00.jpg,753,2,1
query/0004_c3s3_065619_00.jpg,753,3,1
query/0004_c5s3_066212_00.jpg,753,5,1
query/0004_c6s3_089492_00.jpg,753,6,1
query/0005_c1s1_001351_00.jpg,754,1,1
query/0005_c2s1_000976_00.jpg,754,2,1
query/0005_c3s1_000826_00.jpg,754,3,1
query/0005_c4s1_006951_00.jpg,754,4,1
query/0005_c5s1_000401_00.jpg,754,5,1
query/0005_c6s1_004576_00.jpg,754,6,1
query/0006_c1s6_026921_00.jpg,755,1,1
query/0006_c2s3_069327_00.jpg,755,2,1
query/0006_c3s3_075694_00.jpg,755,3,1
query/0006_c5s3_076037_00.jpg,755,5,1
query/0006_c6s4_002202_00.jpg,755,6,1
query/0008_c1s1_000376_00.jpg,756,1,1
query/0008_c5s1_000401_00.jpg,756,5,1
query/0008_c6s1_000476_00.jpg,756,6,1
query/0009_c1s1_000376_00.jpg,757,1,1
query/0009_c5s1_000476_00.jpg,757,5,1
query/0009_c6s1_000476_00.jpg,757,6,1
query/0013_c5s1_000426_00.jpg,758,5,1
query/0013_c6s1_000451_00.jpg,758,6,1
query/0014_c1s1_001051_00.jpg,759,1,1
query/0014_c4s1_000351_00.jpg,759,4,1
query/0014_c5s1_001026_00.jpg,759,5,1
query/0015_c1s1_001351_00.jpg,760,1,1
query/0015_c2s1_000801_00.jpg,760,2,1
query/0015_c3s1_000826_00.jpg,760,3,1
query/0015_c4s1_001426_00.jpg,760,4,1
query/0015_c5s1_001426_00.jpg,760,5,1
query/0015_c6s1_001426_00.jpg,760,6,1
query/0016_c1s1_001351_00.jpg,761,1,1
query/0016_c2s1_078346_00.jpg,761,2,1
query/0016_c3s1_077042_00.jpg,761,3,1
query/0016_c5s2_127449_00.jpg,761,5,1
query/0016_c6s1_011151_00.jpg,761,6,1
query/0017_c1s1_001726_00.jpg,762,1,1
query/0017_c2s1_000976_00.jpg,762,2,1
query/0017_c4s1_002051_00.jpg,762,4,1
query/0018_c1s1_001851_00.jpg,763,1,1
query/0018_c2s1_001126_00.jpg,763,2,1
query/0018_c3s1_001401_00.jpg,763,3,1
query/0018_c4s1_002151_00.jpg,763,4,1
query/0018_c5s1_001776_00.jpg,763,5,1
query/0019_c1s6_027296_00.jpg,764,1,1
query/0019_c3s3_075919_00.jpg,764,3,1
query/0019_c5s3_076537_00.jpg,764,5,1
query/0019_c6s4_002427_00.jpg,764,6,1
query/0021_c1s1_002301_00.jpg,765,1,1
query/0021_c3s1_001626_00.jpg,765,3,1
query/0021_c5s1_002176_00.jpg,765,5,1
query/0021_c6s1_002351_00.jpg,765,6,1
query/0024_c1s1_002326_00.jpg,766,1,1
query/0024_c2s1_001626_00.jpg,766,2,1
query/0024_c3s1_001951_00.jpg,766,3,1
query/0024_c6s1_002526_00.jpg,766,6,1
query/0025_c2s1_001626_00.jpg,767,2,1
query/0025_c3s1_002001_00.jpg,767,3,1
query/0025_c6s1_002551_00.jpg,767,6,1
query/0026_c1s1_002301_00.jpg,768,1,1
query/0026_c2s1_001626_00.jpg,768,2,1
query/0026_c3s1_002026_00.jpg,768,3,1
query/0026_c6s1_002601_00.jpg,768,6,1
query/0029_c1s1_002576_00.jpg,769,1,1
query/0029_c3s1_001901_00.jpg,769,3,1
query/0029_c4s1_002476_00.jpg,769,4,1
query/0029_c5s1_002526_00.jpg,769,5,1
query/0031_c1s1_002576_00.jpg,770,1,1
query/0031_c2s1_001876_00.jpg,770,2,1
query/0031_c4s1_002476_00.jpg,770,4,1
query/0033_c1s6_014296_00.jpg,771,1,1
query/0033_c3s3_062903_00.jpg,771,3,1
query/0033_c5s3_063462_00.jpg,771,5,1
query/0033_c6s3_086942_00.jpg,771,6,1
query/0034_c1s1_003151_00.jpg,772,1,1
query/0034_c2s1_002551_00.jpg,772,2,1
query/0034_c3s1_002451_00.jpg,772,3,1
query/0034_c4s1_005226_00.jpg,772,4,1
query/0034_c5s1_003026_00.jpg,772,5,1
query/0034_c6s1_003351_00.jpg,772,6,1
query/0036_c1s1_003226_00.jpg,773,1,1
query/0036_c2s1_002551_00.jpg,773,2,1
query/0036_c3s1_002851_00.jpg,773,3,1
query/0036_c5s1_003151_00.jpg,773,5,1
query/0036_c6s1_003451_00.jpg,773,6,1
query/0038_c2s1_002976_00.jpg,774,2,1
query/0038_c3s1_003451_00.jpg,774,3,1
query/0038_c4s1_004226_00.jpg,774,4,1
query/0038_c5s1_003951_00.jpg,774,5,1
query/0039_c2s1_003101_00.jpg,775,2,1
query/0039_c4s1_003826_00.jpg,775,4,1
query/0040_c2s1_003176_00.jpg,776,2,1
query/0040_c4s1_003801_00.jpg,776,4,1
query/0041_c1s6_015171_00.jpg,777,1,1
query/0041_c2s3_057627_00.jpg,777,2,1
query/0041_c3s3_063969_00.jpg,777,3,1
query/0041_c4s6_026516_00.jpg,777,4,1
query/0041_c5s3_075987_00.jpg,777,5,1
query/0041_c6s3_087667_00.jpg,777,6,1
query/0044_c1s1_004626_00.jpg,778,1,1
query/0044_c2s1_003901_00.jpg,778,2,1
query/0044_c3s1_003926_00.jpg,778,3,1
query/0044_c4s1_004876_00.jpg,778,4,1
query/0044_c5s1_004426_00.jpg,778,5,1
query/0045_c1s6_024271_00.jpg,779,1,1
query/0045_c3s3_073294_00.jpg,779,3,1
query/0045_c5s3_073662_00.jpg,779,5,1
query/0049_c1s1_005351_00.jpg,780,1,1
query/0049_c2s1_004726_00.jpg,780,2,1
query/0049_c3s1_004976_00.jpg,780,3,1
query/0049_c5s1_005251_00.jpg,780,5,1
query/0049_c6s1_005651_00.jpg,780,6,1
