image_path,id,downsample
bounding_box_train/0002_c1s1_000451_03.jpg,0,1
bounding_box_train/0002_c1s1_000551_01.jpg,0,1
bounding_box_train/0002_c1s1_000776_01.jpg,0,1
bounding_box_train/0002_c1s1_000801_01.jpg,0,1
bounding_box_train/0002_c1s1_069056_02.jpg,0,1
bounding_box_train/0002_c1s2_000841_01.jpg,0,1
bounding_box_train/0002_c1s2_050821_02.jpg,0,1
bounding_box_train/0002_c1s2_050846_02.jpg,0,1
bounding_box_train/0002_c1s2_064446_01.jpg,0,1
bounding_box_train/0002_c2s1_000301_01.jpg,0,1
bounding_box_train/0002_c2s1_000351_01.jpg,0,1
bounding_box_train/0002_c2s1_000801_01.jpg,0,1
bounding_box_train/0002_c2s1_000976_01.jpg,0,1
bounding_box_train/0002_c2s1_068496_01.jpg,0,1
bounding_box_train/0002_c2s1_068521_01.jpg,0,1
bounding_box_train/0002_c2s1_073121_01.jpg,0,1
bounding_box_train/0002_c2s1_073121_02.jpg,0,1
bounding_box_train/0002_c2s1_123041_01.jpg,0,1
bounding_box_train/0002_c2s1_123141_01.jpg,0,1
bounding_box_train/0002_c2s1_123141_03.jpg,0,1
bounding_box_train/0002_c2s1_136741_01.jpg,0,1
bounding_box_train/0002_c3s1_000001_01.jpg,0,1
bounding_box_train/0002_c3s1_000076_01.jpg,0,1
bounding_box_train/0002_c3s1_000501_01.jpg,0,1
bounding_box_train/0002_c3s1_068642_02.jpg,0,1
bounding_box_train/0002_c3s1_072942_02.jpg,0,1
bounding_box_train/0002_c3s1_123058_01.jpg,0,1
bounding_box_train/0002_c3s1_123283_03.jpg,0,1
bounding_box_train/0002_c3s1_123283_05.jpg,0,1
bounding_box_train/0002_c3s1_123333_02.jpg,0,1
bounding_box_train/0002_c3s1_123358_03.jpg,0,1
bounding_box_train/0002_c3s1_136233_01.jpg,0,1
bounding_box_train/0002_c3s1_136258_02.jpg,0,1
bounding_box_train/0002_c3s1_136308_04.jpg,0,1
bounding_box_train/0002_c5s1_000476_02.jpg,0,1
bounding_box_train/0002_c5s1_000551_01.jpg,0,1
bounding_box_train/0002_c5s1_000551_03.jpg,0,1
bounding_box_train/0002_c5s1_000626_01.jpg,0,1
bounding_box_train/0002_c5s1_000651_01.jpg,0,1
bounding_box_train/0002_c5s1_000776_01.jpg,0,1
bounding_box_train/0002_c5s1_069073_02.jpg,0,1
bounding_box_train/0002_c5s1_123595_04.jpg,0,1
bounding_box_train/0002_c5s1_123595_08.jpg,0,1
bounding_box_train/0002_c6s1_069251_03.jpg,0,1
bounding_box_train/0002_c6s1_073426_02.jpg,0,1
bounding_box_train/0002_c6s1_073451_02.jpg,0,1
bounding_box_train/0007_c1s6_028546_01.jpg,1,1
bounding_box_train/0007_c1s6_028546_04.jpg,1,1
bounding_box_train/0007_c2s3_070952_01.jpg,1,1
bounding_box_train/0007_c2s3_071002_01.jpg,1,1
bounding_box_train/0007_c2s3_071052_01.jpg,1,1
bounding_box_train/0007_c3s3_077344_04.jpg,1,1
bounding_box_train/0007_c3s3_077419_03.jpg,1,1
bounding_box_train/0010_c1s6_027271_05.jpg,2,1
bounding_box_train/0010_c1s6_027296_01.jpg,2,1
bounding_box_train/0010_c3s3_075919_02.jpg,2,1
bounding_box_train/0010_c3s3_076019_01.jpg,2,1
bounding_box_train/0010_c3s3_076044_05.jpg,2,1
bounding_box_train/0010_c3s3_076069_03.jpg,2,1
bounding_box_train/0010_c5s3_076487_02.jpg,2,1
bounding_box_train/0010_c6s4_002427_02.jpg,2,1
bounding_box_train/0010_c6s4_002427_07.jpg,2,1
bounding_box_train/0010_c6s4_002452_02.jpg,2,1
bounding_box_train/0010_c6s4_002502_02.jpg,2,1
bounding_box_train/0011_c1s6_027271_01.jpg,3,1
bounding_box_train/0011_c1s6_027296_03.jpg,3,1
bounding_box_train/0011_c3s3_075919_03.jpg,3,1
bounding_box_train/0011_c3s3_075969_02.jpg,3,1
bounding_box_train/0011_c3s3_076044_03.jpg,3,1
bounding_box_train/0011_c3s3_076119_07.jpg,3,1
bounding_box_train/0011_c5s3_076537_12.jpg,3,1
bounding_box_train/0011_c5s3_076562_09.jpg,3,1
bounding_box_train/0011_c6s4_002352_01.jpg,3,1
bounding_box_train/0011_c6s4_002377_01.jpg,3,1
bounding_box_train/0011_c6s4_002427_01.jpg,3,1
bounding_box_train/0011_c6s4_002452_01.jpg,3,1
bounding_box_train/0011_c6s4_002502_01.jpg,3,1
bounding_box_train/0011_c6s4_002527_01.jpg,3,1
bounding_box_train/0011_c6s4_002527_05.jpg,3,1
bounding_box_train/0012_c1s1_000701_01.jpg,4,1
bounding_box_train/0012_c1s1_000776_02.jpg,4,1
bounding_box_train/0012_c1s1_000801_02.jpg,4,1
bounding_box_train/0012_c4s1_000826_01.jpg,4,1
bounding_box_train/0012_c4s1_000876_03.jpg,4,1
bounding_box_train/0012_c5s1_000651_02.jpg,4,1
bounding_box_train/0020_c1s1_001526_03.jpg,5,1
bounding_box_train/0020_c4s1_001426_04.jpg,5,1
bounding_box_train/0020_c4s1_001426_06.jpg,5,1
bounding_box_train/0020_c4s1_001451_03.jpg,5,1
bounding_box_train/0020_c4s1_001451_04.jpg,5,1
bounding_box_train/0020_c4s1_001476_01.jpg,5,1
bounding_box_train/0022_c1s1_002351_04.jpg,6,1
bounding_box_train/0022_c1s1_002376_01.jpg,6,1
bounding_box_train/0022_c1s1_002401_01.jpg,6,1
bounding_box_train/0022_c1s1_002851_01.jpg,6,1
bounding_box_train/0022_c1s1_002876_01.jpg,6,1
bounding_box_train/0022_c1s1_004051_01.jpg,6,1
bounding_box_train/0022_c1s1_004101_01.jpg,6,1
bounding_box_train/0022_c1s1_004126_01.jpg,6,1
bounding_box_train/0022_c2s1_001801_05.jpg,6,1
bounding_box_train/0022_c3s1_001826_02.jpg,6,1
bounding_box_train/0022_c3s1_001901_01.jpg,6,1
bounding_box_train/0022_c3s1_001926_02.jpg,6,1
bounding_box_train/0022_c3s1_002376_01.jpg,6,1
bounding_box_train/0022_c3s1_003401_02.jpg,6,1
bounding_box_train/0022_c3s1_003451_01.jpg,6,1
bounding_box_train/0022_c3s1_003476_01.jpg,6,1
bounding_box_train/0022_c3s1_044651_01.jpg,6,1
bounding_box_train/0022_c3s1_044676_01.jpg,6,1
bounding_box_train/0022_c4s1_004376_03.jpg,6,1
bounding_box_train/0022_c4s1_045201_02.jpg,6,1
bounding_box_train/0022_c4s1_045251_01.jpg,6,1
bounding_box_train/0022_c4s1_045326_01.jpg,6,1
bounding_box_train/0022_c5s1_002401_01.jpg,6,1
bounding_box_train/0022_c5s1_002426_01.jpg,6,1
bounding_box_train/0022_c5s1_002526_01.jpg,6,1
bounding_box_train/0022_c5s1_002576_01.jpg,6,1
bounding_box_train/0022_c5s1_002851_01.jpg,6,1
bounding_box_train/0022_c5s1_002901_02.jpg,6,1
bounding_box_train/0022_c5s1_002926_01.jpg,6,1
bounding_box_train/0022_c5s1_004026_01.jpg,6,1
bounding_box_train/0022_c5s1_004051_01.jpg,6,1
bounding_box_train/0022_c5s1_004151_02.jpg,6,1
bounding_box_train/0022_c5s1_045301_01.jpg,6,1
bounding_box_train/0022_c5s1_045326_01.jpg,6,1
bounding_box_train/0022_c5s1_045401_04.jpg,6,1
bounding_box_train/0022_c6s1_002901_01.jpg,6,1
bounding_box_train/0022_c6s1_002901_03.jpg,6,1
bounding_box_train/0022_c6s1_002926_01.jpg,6,1
bounding_box_train/0022_c6s1_002926_03.jpg,6,1
bounding_box_train/0022_c6s1_002951_01.jpg,6,1
bounding_box_train/0022_c6s1_002951_05.jpg,6,1
bounding_box_train/0022_c6s1_002976_01.jpg,6,1
bounding_box_train/0022_c6s1_003001_01.jpg,6,1
bounding_box_train/0022_c6s1_003001_03.jpg,6,1
bounding_box_train/0022_c6s1_003026_01.jpg,6,1
bounding_box_train/0022_c6s1_003051_01.jpg,6,1
bounding_box_train/0022_c6s1_003876_01.jpg,6,1
bounding_box_train/0022_c6s1_003901_01.jpg,6,1
bounding_box_train/0022_c6s1_003926_01.jpg,6,1
bounding_box_train/0022_c6s1_003951_01.jpg,6,1
bounding_box_train/0022_c6s1_003976_01.jpg,6,1
bounding_box_train/0022_c6s1_004001_01.jpg,6,1
bounding_box_train/0022_c6s1_004026_01.jpg,6,1
bounding_box_train/0022_c6s1_004051_01.jpg,6,1
bounding_box_train/0022_c6s1_004076_01.jpg,6,1
bounding_box_train/0022_c6s1_004101_01.jpg,6,1
bounding_box_train/0022_c6s1_045101_02.jpg,6,1
bounding_box_train/0022_c6s1_045126_02.jpg,6,1
bounding_box_train/0022_c6s1_045176_02.jpg,6,1
bounding_box_train/0023_c1s1_004101_02.jpg,7,1
bounding_box_train/0023_c1s1_004126_02.jpg,7,1
bounding_box_train/0023_c3s1_001951_03.jpg,7,1
bounding_box_train/0023_c4s1_004151_01.jpg,7,1
bounding_box_train/0023_c4s1_004376_01.jpg,7,1
bounding_box_train/0023_c5s1_004051_04.jpg,7,1
bounding_box_train/0023_c6s1_002351_02.jpg,7,1
bounding_box_train/0023_c6s1_002376_02.jpg,7,1
bounding_box_train/0023_c6s1_002401_01.jpg,7,1
bounding_box_train/0023_c6s1_002451_01.jpg,7,1
bounding_box_train/0023_c6s1_002476_02.jpg,7,1
bounding_box_train/0023_c6s1_002501_02.jpg,7,1
bounding_box_train/0023_c6s1_002526_02.jpg,7,1
bounding_box_train/0023_c6s1_002551_03.jpg,7,1
bounding_box_train/0023_c6s1_002576_01.jpg,7,1
bounding_box_train/0023_c6s1_002676_03.jpg,7,1
bounding_box_train/0023_c6s1_003826_03.jpg,7,1
bounding_box_train/0023_c6s1_003851_02.jpg,7,1
bounding_box_train/0023_c6s1_003876_03.jpg,7,1
bounding_box_train/0023_c6s1_003901_03.jpg,7,1
bounding_box_train/0027_c1s1_002301_03.jpg,8,1
bounding_box_train/0027_c1s1_002326_04.jpg,8,1
bounding_box_train/0027_c1s1_002351_01.jpg,8,1
bounding_box_train/0027_c1s4_033456_01.jpg,8,1
bounding_box_train/0027_c1s4_033481_01.jpg,8,1
bounding_box_train/0027_c2s1_001751_04.jpg,8,1
bounding_box_train/0027_c2s1_001776_04.jpg,8,1
bounding_box_train/0027_c2s2_091032_02.jpg,8,1
bounding_box_train/0027_c3s1_002026_03.jpg,8,1
bounding_box_train/0027_c3s1_002051_02.jpg,8,1
bounding_box_train/0027_c3s1_002076_02.jpg,8,1
bounding_box_train/0027_c6s1_002626_01.jpg,8,1
bounding_box_train/0027_c6s1_002651_02.jpg,8,1
bounding_box_train/0027_c6s1_002676_02.jpg,8,1
bounding_box_train/0027_c6s2_087768_03.jpg,8,1
bounding_box_train/0028_c1s4_033506_01.jpg,9,1
bounding_box_train/0028_c1s4_033531_01.jpg,9,1
bounding_box_train/0028_c2s1_001751_02.jpg,9,1
bounding_box_train/0028_c2s1_001776_03.jpg,9,1
bounding_box_train/0028_c2s1_001801_03.jpg,9,1
bounding_box_train/0028_c3s1_001976_01.jpg,9,1
bounding_box_train/0028_c3s1_002001_02.jpg,9,1
bounding_box_train/0028_c3s1_002026_02.jpg,9,1
bounding_box_train/0028_c6s1_002551_02.jpg,9,1
bounding_box_train/0028_c6s1_002576_04.jpg,9,1
bounding_box_train/0028_c6s1_002601_02.jpg,9,1
bounding_box_train/0030_c1s1_002551_03.jpg,10,1
bounding_box_train/0030_c1s1_002576_01.jpg,10,1
bounding_box_train/0030_c2s1_001876_02.jpg,10,1
bounding_box_train/0030_c3s1_001926_06.jpg,10,1
bounding_box_train/0030_c4s1_002476_03.jpg,10,1
bounding_box_train/0032_c1s1_002576_03.jpg,11,1
bounding_box_train/0032_c1s1_002851_02.jpg,11,1
bounding_box_train/0032_c1s1_002876_02.jpg,11,1
bounding_box_train/0032_c3s1_002276_01.jpg,11,1
bounding_box_train/0032_c3s1_002376_02.jpg,11,1
bounding_box_train/0032_c3s1_002401_02.jpg,11,1
bounding_box_train/0032_c3s1_002451_02.jpg,11,1
bounding_box_train/0032_c3s1_002526_02.jpg,11,1
bounding_box_train/0032_c5s1_002801_01.jpg,11,1
bounding_box_train/0032_c5s1_002851_02.jpg,11,1
bounding_box_train/0032_c5s1_002901_04.jpg,11,1
bounding_box_train/0032_c5s1_002926_02.jpg,11,1
bounding_box_train/0032_c6s1_002851_01.jpg,11,1
bounding_box_train/0032_c6s1_002876_01.jpg,11,1
bounding_box_train/0032_c6s1_002901_02.jpg,11,1
bounding_box_train/0032_c6s1_002926_02.jpg,11,1
bounding_box_train/0032_c6s1_002926_04.jpg,11,1
bounding_box_train/0032_c6s1_002951_02.jpg,11,1
bounding_box_train/0032_c6s1_002951_03.jpg,11,1
