image_path,id,camera,downsample
CAVIARa/0001001.jpg,0,0,1
CAVIARa/0001002.jpg,0,0,1
CAVIARa/0001003.jpg,0,0,1
CAVIARa/0001004.jpg,0,0,1
CAVIARa/0001005.jpg,0,0,1
CAVIARa/0001006.jpg,0,0,1
CAVIARa/0001007.jpg,0,0,1
CAVIARa/0001008.jpg,0,0,1
CAVIARa/0001009.jpg,0,0,1
CAVIARa/0001010.jpg,0,0,1
CAVIARa/0002001.jpg,1,0,1
CAVIARa/0002002.jpg,1,0,1
CAVIARa/0002003.jpg,1,0,1
CAVIARa/0002004.jpg,1,0,1
CAVIARa/0002005.jpg,1,0,1
CAVIARa/0002006.jpg,1,0,1
CAVIARa/0002007.jpg,1,0,1
CAVIARa/0002008.jpg,1,0,1
CAVIARa/0002009.jpg,1,0,1
CAVIARa/0002010.jpg,1,0,1
CAVIARa/0003001.jpg,2,0,1
CAVIARa/0003002.jpg,2,0,1
CAVIARa/0003003.jpg,2,0,1
CAVIARa/0003004.jpg,2,0,1
CAVIARa/0003005.jpg,2,0,1
CAVIARa/0003006.jpg,2,0,1
CAVIARa/0003007.jpg,2,0,1
CAVIARa/0003008.jpg,2,0,1
CAVIARa/0003009.jpg,2,0,1
CAVIARa/0003010.jpg,2,0,1
CAVIARa/0003011.jpg,2,1,1
CAVIARa/0003012.jpg,2,1,1
CAVIARa/0003013.jpg,2,1,1
CAVIARa/0003014.jpg,2,1,1
CAVIARa/0003015.jpg,2,1,1
CAVIARa/0003016.jpg,2,1,1
CAVIARa/0003017.jpg,2,1,1
CAVIARa/0003018.jpg,2,1,1
CAVIARa/0003019.jpg,2,1,1
CAVIARa/0003020.jpg,2,1,1
CAVIARa/0004001.jpg,3,0,1
CAVIARa/0004002.jpg,3,0,1
CAVIARa/0004003.jpg,3,0,1
CAVIARa/0004004.jpg,3,0,1
CAVIARa/0004005.jpg,3,0,1
CAVIARa/0004006.jpg,3,0,1
CAVIARa/0004007.jpg,3,0,1
CAVIARa/0004008.jpg,3,0,1
CAVIARa/0004009.jpg,3,0,1
CAVIARa/0004010.jpg,3,0,1
CAVIARa/0004011.jpg,3,1,1
CAVIARa/0004012.jpg,3,1,1
CAVIARa/0004013.jpg,3,1,1
CAVIARa/0004014.jpg,3,1,1
CAVIARa/0004015.jpg,3,1,1
CAVIARa/0004016.jpg,3,1,1
CAVIARa/0004017.jpg,3,1,1
CAVIARa/0004018.jpg,3,1,1
CAVIARa/0004019.jpg,3,1,1
CAVIARa/0004020.jpg,3,1,1
CAVIARa/0005001.jpg,4,0,1
CAVIARa/0005002.jpg,4,0,1
CAVIARa/0005003.jpg,4,0,1
CAVIARa/0005004.jpg,4,0,1
CAVIARa/0005005.jpg,4,0,1
CAVIARa/0005006.jpg,4,0,1
CAVIARa/0005007.jpg,4,0,1
CAVIARa/0005008.jpg,4,0,1
CAVIARa/0005009.jpg,4,0,1
CAVIARa/0005010.jpg,4,0,1
CAVIARa/0006001.jpg,5,0,1
CAVIARa/0006002.jpg,5,0,1
CAVIARa/0006003.jpg,5,0,1
CAVIARa/0006004.jpg,5,0,1
CAVIARa/0006005.jpg,5,0,1
CAVIARa/0006006.jpg,5,0,1
CAVIARa/0006007.jpg,5,0,1
CAVIARa/0006008.jpg,5,0,1
CAVIARa/0006009.jpg,5,0,1
CAVIARa/0006010.jpg,5,0,1
CAVIARa/0006011.jpg,5,1,1
CAVIARa/0006012.jpg,5,1,1
CAVIARa/0006013.jpg,5,1,1
CAVIARa/0006014.jpg,5,1,1
CAVIARa/0006015.jpg,5,1,1
CAVIARa/0006016.jpg,5,1,1
CAVIARa/0006017.jpg,5,1,1
CAVIARa/0006018.jpg,5,1,1
CAVIARa/0006019.jpg,5,1,1
CAVIARa/0006020.jpg,5,1,1
CAVIARa/0007001.jpg,6,0,1
CAVIARa/0007002.jpg,6,0,1
CAVIARa/0007003.jpg,6,0,1
CAVIARa/0007004.jpg,6,0,1
CAVIARa/0007005.jpg,6,0,1
CAVIARa/0007006.jpg,6,0,1
CAVIARa/0007007.jpg,6,0,1
CAVIARa/0007008.jpg,6,0,1
CAVIARa/0007009.jpg,6,0,1
CAVIARa/0007010.jpg,6,0,1
CAVIARa/0007011.jpg,6,1,1
CAVIARa/0007012.jpg,6,1,1
CAVIARa/0007013.jpg,6,1,1
CAVIARa/0007014.jpg,6,1,1
CAVIARa/0007015.jpg,6,1,1
CAVIARa/0007016.jpg,6,1,1
CAVIARa/0007017.jpg,6,1,1
CAVIARa/0007018.jpg,6,1,1
CAVIARa/0007019.jpg,6,1,1
CAVIARa/0007020.jpg,6,1,1
CAVIARa/0008001.jpg,7,0,1
CAVIARa/0008002.jpg,7,0,1
CAVIARa/0008003.jpg,7,0,1
CAVIARa/0008004.jpg,7,0,1
CAVIARa/0008005.jpg,7,0,1
CAVIARa/0008006.jpg,7,0,1
CAVIARa/0008007.jpg,7,0,1
CAVIARa/0008008.jpg,7,0,1
CAVIARa/0008009.jpg,7,0,1
CAVIARa/0008010.jpg,7,0,1
CAVIARa/0008011.jpg,7,1,1
CAVIARa/0008012.jpg,7,1,1
CAVIARa/0008013.jpg,7,1,1
CAVIARa/0008014.jpg,7,1,1
CAVIARa/0008015.jpg,7,1,1
CAVIARa/0008016.jpg,7,1,1
CAVIARa/0008017.jpg,7,1,1
CAVIARa/0008018.jpg,7,1,1
CAVIARa/0008019.jpg,7,1,1
CAVIARa/0008020.jpg,7,1,1
CAVIARa/0009001.jpg,8,0,1
CAVIARa/0009002.jpg,8,0,1
CAVIARa/0009003.jpg,8,0,1
CAVIARa/0009004.jpg,8,0,1
CAVIARa/0009005.jpg,8,0,1
CAVIARa/0009006.jpg,8,0,1
CAVIARa/0009007.jpg,8,0,1
CAVIARa/0009008.jpg,8,0,1
CAVIARa/0009009.jpg,8,0,1
CAVIARa/0009010.jpg,8,0,1
CAVIARa/0009011.jpg,8,1,1
CAVIARa/0009012.jpg,8,1,1
CAVIARa/0009013.jpg,8,1,1
CAVIARa/0009014.jpg,8,1,1
CAVIARa/0009015.jpg,8,1,1
CAVIARa/0009016.jpg,8,1,1
CAVIARa/0009017.jpg,8,1,1
CAVIARa/0009018.jpg,8,1,1
CAVIARa/0009019.jpg,8,1,1
CAVIARa/0009020.jpg,8,1,1
CAVIARa/0010001.jpg,9,0,1
CAVIARa/0010002.jpg,9,0,1
CAVIARa/0010003.jpg,9,0,1
CAVIARa/0010004.jpg,9,0,1
CAVIARa/0010005.jpg,9,0,1
CAVIARa/0010006.jpg,9,0,1
CAVIARa/0010007.jpg,9,0,1
CAVIARa/0010008.jpg,9,0,1
CAVIARa/0010009.jpg,9,0,1
CAVIARa/0010010.jpg,9,0,1
CAVIARa/0011001.jpg,10,0,1
CAVIARa/0011002.jpg,10,0,1
CAVIARa/0011003.jpg,10,0,1
CAVIARa/0011004.jpg,10,0,1
CAVIARa/0011005.jpg,10,0,1
CAVIARa/0011006.jpg,10,0,1
CAVIARa/0011007.jpg,10,0,1
CAVIARa/0011008.jpg,10,0,1
CAVIARa/0011009.jpg,10,0,1
CAVIARa/0011010.jpg,10,0,1
CAVIARa/0012001.jpg,11,0,1
CAVIARa/0012002.jpg,11,0,1
CAVIARa/0012003.jpg,11,0,1
CAVIARa/0012004.jpg,11,0,1
CAVIARa/0012005.jpg,11,0,1
CAVIARa/0012006.jpg,11,0,1
CAVIARa/0012007.jpg,11,0,1
CAVIARa/0012008.jpg,11,0,1
CAVIARa/0012009.jpg,11,0,1
CAVIARa/0012010.jpg,11,0,1
CAVIARa/0012011.jpg,11,1,1
CAVIARa/0012012.jpg,11,1,1
CAVIARa/0012013.jpg,11,1,1
CAVIARa/0012014.jpg,11,1,1
CAVIARa/0012015.jpg,11,1,1
CAVIARa/0012016.jpg,11,1,1
CAVIARa/0012017.jpg,11,1,1
CAVIARa/0012018.jpg,11,1,1
CAVIARa/0012019.jpg,11,1,1
CAVIARa/0012020.jpg,11,1,1
CAVIARa/0013001.jpg,12,0,1
CAVIARa/0013002.jpg,12,0,1
CAVIARa/0013003.jpg,12,0,1
CAVIARa/0013004.jpg,12,0,1
CAVIARa/0013005.jpg,12,0,1
CAVIARa/0013006.jpg,12,0,1
CAVIARa/0013007.jpg,12,0,1
CAVIARa/0013008.jpg,12,0,1
CAVIARa/0013009.jpg,12,0,1
CAVIARa/0013010.jpg,12,0,1
CAVIARa/0014001.jpg,13,0,1
CAVIARa/0014002.jpg,13,0,1
CAVIARa/0014003.jpg,13,0,1
CAVIARa/0014004.jpg,13,0,1
CAVIARa/0014005.jpg,13,0,1
CAVIARa/0014006.jpg,13,0,1
CAVIARa/0014007.jpg,13,0,1
CAVIARa/0014008.jpg,13,0,1
CAVIARa/0014009.jpg,13,0,1
CAVIARa/0014010.jpg,13,0,1
CAVIARa/0015001.jpg,14,0,1
CAVIARa/0015002.jpg,14,0,1
CAVIARa/0015003.jpg,14,0,1
CAVIARa/0015004.jpg,14,0,1
CAVIARa/0015005.jpg,14,0,1
CAVIARa/0015006.jpg,14,0,1
CAVIARa/0015007.jpg,14,0,1
CAVIARa/0015008.jpg,14,0,1
CAVIARa/0015009.jpg,14,0,1
CAVIARa/0015010.jpg,14,0,1
CAVIARa/0015011.jpg,14,1,1
CAVIARa/0015012.jpg,14,1,1
CAVIARa/0015013.jpg,14,1,1
CAVIARa/0015014.jpg,14,1,1
CAVIARa/0015015.jpg,14,1,1
CAVIARa/0015016.jpg,14,1,1
CAVIARa/0015017.jpg,14,1,1
CAVIARa/0015018.jpg,14,1,1
CAVIARa/0015019.jpg,14,1,1
CAVIARa/0015020.jpg,14,1,1
CAVIARa/0016001.jpg,15,0,1
CAVIARa/0016002.jpg,15,0,1
CAVIARa/0016003.jpg,15,0,1
CAVIARa/0016004.jpg,15,0,1
CAVIARa/0016005.jpg,15,0,1
CAVIARa/0016006.jpg,15,0,1
CAVIARa/0016007.jpg,15,0,1
CAVIARa/0016008.jpg,15,0,1
CAVIARa/0016009.jpg,15,0,1
CAVIARa/0016010.jpg,15,0,1
CAVIARa/0016011.jpg,15,1,1
CAVIARa/0016012.jpg,15,1,1
CAVIARa/0016013.jpg,15,1,1
CAVIARa/0016014.jpg,15,1,1
CAVIARa/0016015.jpg,15,1,1
CAVIARa/0016016.jpg,15,1,1
CAVIARa/0016017.jpg,15,1,1
CAVIARa/0016018.jpg,15,1,1
CAVIARa/0016019.jpg,15,1,1
CAVIARa/0016020.jpg,15,1,1
CAVIARa/0017001.jpg,16,0,1
CAVIARa/0017002.jpg,16,0,1
CAVIARa/0017003.jpg,16,0,1
CAVIARa/0017004.jpg,16,0,1
CAVIARa/0017005.jpg,16,0,1
CAVIARa/0017006.jpg,16,0,1
CAVIARa/0017007.jpg,16,0,1
CAVIARa/0017008.jpg,16,0,1
CAVIARa/0017009.jpg,16,0,1
CAVIARa/0017010.jpg,16,0,1
CAVIARa/0018001.jpg,17,0,1
CAVIARa/0018002.jpg,17,0,1
CAVIARa/0018003.jpg,17,0,1
CAVIARa/0018004.jpg,17,0,1
CAVIARa/0018005.jpg,17,0,1
CAVIARa/0018006.jpg,17,0,1
CAVIARa/0018007.jpg,17,0,1
CAVIARa/0018008.jpg,17,0,1
CAVIARa/0018009.jpg,17,0,1
CAVIARa/0018010.jpg,17,0,1
CAVIARa/0018011.jpg,17,1,1
CAVIARa/0018012.jpg,17,1,1
CAVIARa/0018013.jpg,17,1,1
CAVIARa/0018014.jpg,17,1,1
CAVIARa/0018015.jpg,17,1,1
CAVIARa/0018016.jpg,17,1,1
CAVIARa/0018017.jpg,17,1,1
CAVIARa/0018018.jpg,17,1,1
CAVIARa/0018019.jpg,17,1,1
CAVIARa/0018020.jpg,17,1,1
CAVIARa/0019001.jpg,18,0,1
CAVIARa/0019002.jpg,18,0,1
CAVIARa/0019003.jpg,18,0,1
CAVIARa/0019004.jpg,18,0,1
CAVIARa/0019005.jpg,18,0,1
CAVIARa/0019006.jpg,18,0,1
CAVIARa/0019007.jpg,18,0,1
CAVIARa/0019008.jpg,18,0,1
CAVIARa/0019009.jpg,18,0,1
CAVIARa/0019010.jpg,18,0,1
CAVIARa/0019011.jpg,18,1,1
CAVIARa/0019012.jpg,18,1,1
CAVIARa/0019013.jpg,18,1,1
CAVIARa/0019014.jpg,18,1,1
CAVIARa/0019015.jpg,18,1,1
CAVIARa/0019016.jpg,18,1,1
CAVIARa/0019017.jpg,18,1,1
CAVIARa/0019018.jpg,18,1,1
CAVIARa/0019019.jpg,18,1,1
CAVIARa/0019020.jpg,18,1,1
CAVIARa/0020001.jpg,19,0,1
CAVIARa/0020002.jpg,19,0,1
CAVIARa/0020003.jpg,19,0,1
CAVIARa/0020004.jpg,19,0,1
CAVIARa/0020005.jpg,19,0,1
CAVIARa/0020006.jpg,19,0,1
CAVIARa/0020007.jpg,19,0,1
CAVIARa/0020008.jpg,19,0,1
CAVIARa/0020009.jpg,19,0,1
CAVIARa/0020010.jpg,19,0,1
CAVIARa/0020011.jpg,19,1,1
CAVIARa/0020012.jpg,19,1,1
CAVIARa/0020013.jpg,19,1,1
CAVIARa/0020014.jpg,19,1,1
CAVIARa/0020015.jpg,19,1,1
CAVIARa/0020016.jpg,19,1,1
CAVIARa/0020017.jpg,19,1,1
CAVIARa/0020018.jpg,19,1,1
CAVIARa/0020019.jpg,19,1,1
CAVIARa/0020020.jpg,19,1,1
CAVIARa/0021001.jpg,20,0,1
CAVIARa/0021002.jpg,20,0,1
CAVIARa/0021003.jpg,20,0,1
CAVIARa/0021004.jpg,20,0,1
CAVIARa/0021005.jpg,20,0,1
CAVIARa/0021006.jpg,20,0,1
CAVIARa/0021007.jpg,20,0,1
CAVIARa/0021008.jpg,20,0,1
CAVIARa/0021009.jpg,20,0,1
CAVIARa/0021010.jpg,20,0,1
CAVIARa/0021011.jpg,20,1,1
CAVIARa/0021012.jpg,20,1,1
CAVIARa/0021013.jpg,20,1,1
CAVIARa/0021014.jpg,20,1,1
CAVIARa/0021015.jpg,20,1,1
CAVIARa/0021016.jpg,20,1,1
CAVIARa/0021017.jpg,20,1,1
CAVIARa/0021018.jpg,20,1,1
CAVIARa/0021019.jpg,20,1,1
CAVIARa/0021020.jpg,20,1,1
CAVIARa/0022001.jpg,21,0,1
CAVIARa/0022002.jpg,21,0,1
CAVIARa/0022003.jpg,21,0,1
CAVIARa/0022004.jpg,21,0,1
CAVIARa/0022005.jpg,21,0,1
CAVIARa/0022006.jpg,21,0,1
CAVIARa/0022007.jpg,21,0,1
CAVIARa/0022008.jpg,21,0,1
CAVIARa/0022009.jpg,21,0,1
CAVIARa/0022010.jpg,21,0,1
CAVIARa/0022011.jpg,21,1,1
CAVIARa/0022012.jpg,21,1,1
CAVIARa/0022013.jpg,21,1,1
CAVIARa/0022014.jpg,21,1,1
CAVIARa/0022015.jpg,21,1,1
CAVIARa/0022016.jpg,21,1,1
CAVIARa/0022017.jpg,21,1,1
CAVIARa/0022018.jpg,21,1,1
CAVIARa/0022019.jpg,21,1,1
CAVIARa/0022020.jpg,21,1,1
CAVIARa/0023001.jpg,22,0,1
CAVIARa/0023002.jpg,22,0,1
CAVIARa/0023003.jpg,22,0,1
CAVIARa/0023004.jpg,22,0,1
CAVIARa/0023005.jpg,22,0,1
CAVIARa/0023006.jpg,22,0,1
CAVIARa/0023007.jpg,22,0,1
CAVIARa/0023008.jpg,22,0,1
CAVIARa/0023009.jpg,22,0,1
CAVIARa/0023010.jpg,22,0,1
