image_path,id,camera,downsample
images/00000001_00_0000.jpg,316,0,2
images/00000001_00_0000.jpg,316,0,3
images/00000001_00_0000.jpg,316,0,4
images/00000001_01_0000.jpg,316,1,2
images/00000001_01_0000.jpg,316,1,3
images/00000001_01_0000.jpg,316,1,4
images/00000003_00_0000.jpg,317,0,2
images/00000003_00_0000.jpg,317,0,3
images/00000003_00_0000.jpg,317,0,4
images/00000003_01_0000.jpg,317,1,2
images/00000003_01_0000.jpg,317,1,3
images/00000003_01_0000.jpg,317,1,4
images/00000004_00_0000.jpg,318,0,2
images/00000004_00_0000.jpg,318,0,3
images/00000004_00_0000.jpg,318,0,4
images/00000004_01_0000.jpg,318,1,2
images/00000004_01_0000.jpg,318,1,3
images/00000004_01_0000.jpg,318,1,4
images/00000006_00_0000.jpg,319,0,2
images/00000006_00_0000.jpg,319,0,3
images/00000006_00_0000.jpg,319,0,4
images/00000006_01_0000.jpg,319,1,2
images/00000006_01_0000.jpg,319,1,3
images/00000006_01_0000.jpg,319,1,4
images/00000007_00_0000.jpg,320,0,2
images/00000007_00_0000.jpg,320,0,3
images/00000007_00_0000.jpg,320,0,4
images/00000007_01_0000.jpg,320,1,2
images/00000007_01_0000.jpg,320,1,3
images/00000007_01_0000.jpg,320,1,4
images/00000008_00_0000.jpg,321,0,2
images/00000008_00_0000.jpg,321,0,3
images/00000008_00_0000.jpg,321,0,4
images/00000008_01_0000.jpg,321,1,2
images/00000008_01_0000.jpg,321,1,3
images/00000008_01_0000.jpg,321,1,4
images/00000009_00_0000.jpg,322,0,2
images/00000009_00_0000.jpg,322,0,3
images/00000009_00_0000.jpg,322,0,4
images/00000009_01_0000.jpg,322,1,2
images/00000009_01_0000.jpg,322,1,3
images/00000009_01_0000.jpg,322,1,4
images/00000011_00_0000.jpg,323,0,2
images/00000011_00_0000.jpg,323,0,3
images/00000011_00_0000.jpg,323,0,4
images/00000011_01_0000.jpg,323,1,2
images/00000011_01_0000.jpg,323,1,3
images/00000011_01_0000.jpg,323,1,4
images/00000012_00_0000.jpg,324,0,2
images/00000012_00_0000.jpg,324,0,3
images/00000012_00_0000.jpg,324,0,4
images/00000012_01_0000.jpg,324,1,2
images/00000012_01_0000.jpg,324,1,3
images/00000012_01_0000.jpg,324,1,4
images/00000014_00_0000.jpg,325,0,2
images/00000014_00_0000.jpg,325,0,3
images/00000014_00_0000.jpg,325,0,4
images/00000014_01_0000.jpg,325,1,2
images/00000014_01_0000.jpg,325,1,3
images/00000014_01_0000.jpg,325,1,4
images/00000016_00_0000.jpg,326,0,2
images/00000016_00_0000.jpg,326,0,3
images/00000016_00_0000.jpg,326,0,4
images/00000016_01_0000.jpg,326,1,2
images/00000016_01_0000.jpg,326,1,3
images/00000016_01_0000.jpg,326,1,4
images/00000019_00_0000.jpg,327,0,2
images/00000019_00_0000.jpg,327,0,3
images/00000019_00_0000.jpg,327,0,4
