image_path,id,camera
test/0000/0000_000_01_0303morning_0015_0.jpg,0,1
test/0000/0000_001_01_0303morning_0015_0_ex.jpg,0,1
test/0000/0000_030_14_0303morning_0245_0.jpg,0,14
test/0000/0000_031_14_0303morning_0245_0_ex.jpg,0,14
test/0001/0001_019_07_0303morning_0020_1.jpg,1,7
test/0001/0001_020_07_0303morning_0020_1_ex.jpg,1,7
test/0001/0001_018_07_0303morning_0019_1.jpg,1,7
test/0002/0002_006_01_0303morning_0020_0.jpg,2,1
test/0002/0002_007_01_0303morning_0020_0_ex.jpg,2,1
test/0002/0002_010_01_0303morning_0022_2.jpg,2,1
test/0002/0002_011_01_0303morning_0022_2_ex.jpg,2,1
test/0003/0003_034_15_0303morning_0233_0.jpg,3,15
test/0003/0003_035_15_0303morning_0233_0_ex.jpg,3,15
test/0003/0003_023_14_0303morning_0254_1.jpg,3,14
test/0003/0003_024_14_0303morning_0254_1_ex.jpg,3,14
test/0003/0003_027_14_0303morning_0256_1.jpg,3,14
test/0003/0003_028_14_0303morning_0256_1_ex.jpg,3,14
test/0004/0004_009_07_0303morning_0037_0.jpg,4,7
test/0004/0004_012_05_0303morning_0049_2.jpg,4,5
test/0004/0004_013_05_0303morning_0049_2_ex.jpg,4,5
test/0005/0005_025_05_0303morning_0055_2.jpg,5,5
test/0005/0005_026_05_0303morning_0055_2_ex.jpg,5,5
test/0005/0005_022_07_0303morning_0043_2.jpg,5,7
test/0005/0005_007_01_0303morning_0041_0.jpg,5,1
test/0005/0005_008_01_0303morning_0041_0_ex.jpg,5,1
test/0006/0006_004_03_0303morning_0057_4.jpg,6,3
test/0007/0007_003_01_0303morning_0044_3.jpg,7,1
test/0007/0007_004_01_0303morning_0044_3_ex.jpg,7,1
test/0007/0007_002_01_0303morning_0043_6.jpg,7,1
test/0008/0008_011_05_0303morning_0056_2.jpg,8,5
test/0008/0008_012_05_0303morning_0056_2_ex.jpg,8,5
test/0008/0008_007_07_0303morning_0042_2.jpg,8,7
test/0008/0008_008_07_0303morning_0042_2_ex.jpg,8,7
test/0009/0009_009_07_0303morning_0045_5.jpg,9,7
test/0009/0009_005_07_0303morning_0043_0.jpg,9,7
test/0009/0009_006_07_0303morning_0043_0_ex.jpg,9,7
test/0010/0010_002_01_0303morning_0046_0.jpg,10,1
test/0010/0010_003_01_0303morning_0046_0_ex.jpg,10,1
test/0010/0010_000_01_0303morning_0043_4.jpg,10,1
test/0010/0010_001_01_0303morning_0043_4_ex.jpg,10,1
test/0011/0011_006_01_0303morning_0049_8.jpg,11,1
test/0011/0011_007_01_0303morning_0049_8_ex.jpg,11,1
test/0011/0011_008_01_0303morning_0050_1.jpg,11,1
test/0012/0012_009_01_0303morning_0053_3.jpg,12,1
test/0012/0012_014_05_0303morning_0062_5.jpg,12,5
test/0012/0012_015_05_0303morning_0062_5_ex.jpg,12,5
test/0013/0013_025_14_0303morning_0279_2.jpg,13,14
test/0013/0013_026_14_0303morning_0279_2_ex.jpg,13,14
test/0013/0013_019_05_0303morning_0063_6.jpg,13,5
test/0013/0013_020_05_0303morning_0063_6_ex.jpg,13,5
test/0014/0014_008_14_0303morning_0281_3.jpg,14,14
test/0014/0014_009_14_0303morning_0281_3_ex.jpg,14,14
test/0015/0015_009_05_0303morning_0063_2.jpg,15,5
test/0015/0015_010_05_0303morning_0063_2_ex.jpg,15,5
test/0016/0016_014_05_0303morning_0065_2.jpg,16,5
test/0016/0016_015_05_0303morning_0065_2_ex.jpg,16,5
test/0016/0016_000_01_0303morning_0052_3.jpg,16,1
test/0016/0016_001_01_0303morning_0052_3_ex.jpg,16,1
test/0017/0017_002_01_0303morning_0054_1.jpg,17,1
test/0017/0017_003_01_0303morning_0054_1_ex.jpg,17,1
test/0018/0018_011_05_0303morning_0071_2.jpg,18,5
test/0018/0018_012_05_0303morning_0071_2_ex.jpg,18,5
test/0018/0018_009_05_0303morning_0070_3.jpg,18,5
test/0018/0018_010_05_0303morning_0070_3_ex.jpg,18,5
test/0019/0019_007_05_0303morning_0070_0.jpg,19,5
test/0019/0019_008_05_0303morning_0070_0_ex.jpg,19,5
test/0020/0020_012_05_0303morning_0072_0.jpg,20,5
test/0020/0020_013_05_0303morning_0072_0_ex.jpg,20,5
test/0020/0020_007_07_0303morning_0059_0.jpg,20,7
test/0020/0020_008_07_0303morning_0059_0_ex.jpg,20,7
test/0021/0021_004_01_0303morning_0064_2.jpg,21,1
test/0021/0021_005_01_0303morning_0064_2_ex.jpg,21,1
test/0021/0021_032_14_0303morning_0295_0.jpg,21,14
test/0021/0021_033_14_0303morning_0295_0_ex.jpg,21,14
test/0022/0022_019_14_0303morning_0294_2.jpg,22,14
test/0022/0022_020_14_0303morning_0294_2_ex.jpg,22,14
test/0022/0022_004_01_0303morning_0072_0.jpg,22,1
test/0022/0022_005_01_0303morning_0072_0_ex.jpg,22,1
test/0023/0023_000_01_0303morning_0070_1.jpg,23,1
test/0023/0023_020_14_0303morning_0300_1.jpg,23,14
test/0024/0024_023_15_0303morning_0296_0.jpg,24,15
test/0024/0024_024_15_0303morning_0296_0_ex.jpg,24,15
test/0024/0024_021_15_0303morning_0294_0.jpg,24,15
test/0024/0024_022_15_0303morning_0294_0_ex.jpg,24,15
test/0025/0025_014_14_0303morning_0318_1.jpg,25,14
test/0025/0025_015_14_0303morning_0318_1_ex.jpg,25,14
test/0025/0025_018_14_0303morning_0320_0.jpg,25,14
test/0025/0025_019_14_0303morning_0320_0_ex.jpg,25,14
test/0026/0026_016_14_0303morning_0318_3.jpg,26,14
test/0026/0026_000_01_0303morning_0094_1.jpg,26,1
test/0026/0026_001_01_0303morning_0094_1_ex.jpg,26,1
test/0027/0027_006_07_0303morning_0110_0.jpg,27,7
test/0027/0027_007_07_0303morning_0110_0_ex.jpg,27,7
test/0028/0028_016_15_0303morning_0313_0.jpg,28,15
test/0028/0028_017_15_0303morning_0313_0_ex.jpg,28,15
test/0028/0028_018_15_0303morning_0314_0.jpg,28,15
test/0028/0028_019_15_0303morning_0314_0_ex.jpg,28,15
test/0029/0029_008_07_0303morning_0111_0.jpg,29,7
test/0029/0029_009_07_0303morning_0111_0_ex.jpg,29,7
test/0029/0029_000_01_0303morning_0115_2.jpg,29,1
test/0029/0029_001_01_0303morning_0115_2_ex.jpg,29,1
test/0030/0030_014_14_0303morning_0350_4.jpg,30,14
test/0030/0030_015_14_0303morning_0353_2.jpg,30,14
test/0031/0031_010_05_0303morning_0145_0.jpg,31,5
test/0032/0032_000_01_0303morning_0132_1.jpg,32,1
test/0032/0032_001_01_0303morning_0132_1_ex.jpg,32,1
test/0033/0033_000_01_0303morning_0139_1.jpg,33,1
test/0033/0033_001_01_0303morning_0139_1_ex.jpg,33,1
test/0033/0033_011_05_0303morning_0151_0.jpg,33,5
test/0033/0033_012_05_0303morning_0151_0_ex.jpg,33,5
test/0034/0034_026_14_0303morning_0371_0.jpg,34,14
test/0034/0034_027_14_0303morning_0371_0_ex.jpg,34,14
test/0034/0034_064_14_0302morning_0013_1.jpg,34,14
test/0034/0034_044_07_0302morning_0173_0.jpg,34,7
test/0034/0034_033_01_0302morning_0050_3.jpg,34,1
test/0035/0035_011_07_0303morning_0145_2.jpg,35,7
test/0035/0035_012_07_0303morning_0145_2_ex.jpg,35,7
test/0035/0035_009_07_0303morning_0142_3.jpg,35,7
test/0035/0035_010_07_0303morning_0142_3_ex.jpg,35,7
test/0036/0036_029_15_0303morning_0354_1.jpg,36,15
test/0036/0036_030_15_0303morning_0354_1_ex.jpg,36,15
test/0036/0036_031_15_0303morning_0355_0.jpg,36,15
test/0037/0037_016_14_0303morning_0375_2.jpg,37,14
test/0037/0037_004_01_0303morning_0155_1.jpg,37,1
test/0037/0037_005_01_0303morning_0155_1_ex.jpg,37,1
